28, Private,338409, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, Cuba, <=50K
19, Private,278915, 12th,8, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,52, United-States, <=50K
22, Federal-gov,274103, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, <=50K
19, Private,271118, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,28, United-States, <=50K
28, Private,271936, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
37, Private,279029, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private,253799, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Cuba, <=50K
52, Private,266138, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, >50K
27, Private,289484, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
34, State-gov,287908, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,42, United-States, <=50K
28, Private,346406, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1672,50, United-States, <=50K
33, Federal-gov,391122, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
29, Local-gov,280344, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
41, Private,277488, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,36, United-States, <=50K
23, Private,313573, Bachelors,13, Never-married, Sales, Own-child, Black, Female,0,0,25, United-States, <=50K
41, Private,268183, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
51, Private,392286, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
38, Private,376025, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,275223, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
54, Local-gov,279452, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
19, Self-emp-not-inc,285263, 9th,5, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, Mexico, <=50K
50, Private,305147, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Federal-gov,371382, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
47, Private,306183, Some-college,10, Divorced, Other-service, Own-child, White, Female,0,0,44, United-States, <=50K
55, Private,314592, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
41, Private,254630, Assoc-voc,11, Divorced, Sales, Not-in-family, White, Male,0,0,80, United-States, <=50K
57, Private,308861, Some-college,10, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc,309895, Some-college,10, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
26, State-gov,287420, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
37, Private,287031, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,75, United-States, >50K
45, Local-gov,311080, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
29, Self-emp-not-inc,389857, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
23, Private,297152, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, United-States, <=50K
58, Private,316235, HS-grad,9, Divorced, Sales, Other-relative, White, Female,0,0,32, United-States, <=50K
53, Self-emp-inc,290640, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
19, Private,301747, HS-grad,9, Separated, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
30, Private,340917, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private,323627, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,5, United-States, <=50K
29, Private,253003, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,16, United-States, <=50K
57, State-gov,250976, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc,250182, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
41, State-gov,293485, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,3103,0,40, United-States, >50K
22, Private,332657, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private,283237, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private,374764, Some-college,10, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Federal-gov,287988, Bachelors,13, Never-married, Armed-Forces, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, State-gov,271243, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Jamaica, <=50K
20, Private,369678, HS-grad,9, Never-married, Sales, Not-in-family, Other, Male,0,0,43, United-States, <=50K
47, Private,344916, Assoc-acdm,12, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
56, Private,251836, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Cuba, <=50K
42, Private,313945, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ecuador, <=50K
40, Private,353432, 10th,6, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50K
33, Private,309350, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
51, Private,257337, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
47, Private,329144, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,4386,0,45, United-States, >50K
58, Private,267663, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
34, Private,295922, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, England, >50K
37, Private,360743, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, >50K
58, Private,310320, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Private,251521, 11th,7, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
39, Private,255503, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
57, Private,366563, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
70, Private,278139, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,3432,0,40, United-States, <=50K
19, Private,286002, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Male,0,0,30, Nicaragua, <=50K
41, Private,352834, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,55, United-States, >50K
25, Private,306513, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
23, Private,309580, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private,379198, HS-grad,9, Never-married, Other-service, Other-relative, Other, Male,0,0,40, Mexico, <=50K
31, Private,332379, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private,262062, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private,275446, HS-grad,9, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc,278522, 11th,7, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, United-States, <=50K
52, Private,358554, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
59, Private,307423, 9th,5, Never-married, Other-service, Not-in-family, Black, Male,0,0,50, United-States, <=50K
36, Private,376455, Assoc-voc,11, Divorced, Craft-repair, Not-in-family, White, Male,0,0,38, United-States, <=50K
55, Self-emp-not-inc,349910, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
19, Private,279968, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,42, United-States, <=50K
55, Private,393768, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
50, Private,283676, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19, Private,343200, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
33, State-gov,306309, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
22, Private,263670, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,80, United-States, <=50K
22, Private,276494, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
58, Private,317479, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Private,299635, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
28, Private,334032, Assoc-voc,11, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
53, Private,346754, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
46, State-gov,394860, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, <=50K
57, Private,262642, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
54, Private,249322, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7688,0,50, United-States, >50K
39, Private,315291, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Private,284703, Masters,14, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
64, Private,251292, 5th-6th,3, Separated, Other-service, Other-relative, White, Female,0,0,20, Cuba, <=50K
28, Private,278736, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
67, Private,264095, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,9386,0,24, Cuba, >50K
20, Private,347292, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,32, United-States, <=50K
21, Private,253190, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private,270968, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
39, Local-gov,272166, Bachelors,13, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,30, United-States, <=50K
21, Private,305781, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,45, United-States, <=50K
21, State-gov,337766, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
42, Private,376072, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
33, Self-emp-not-inc,310525, 12th,8, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,32, United-States, <=50K
57, State-gov,254949, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
18, Private,267965, 11th,7, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
49, Private,268234, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
52, Federal-gov,312500, Assoc-voc,11, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private,278404, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private,310380, Some-college,10, Married-spouse-absent, Adm-clerical, Own-child, Black, Female,0,0,45, United-States, <=50K
26, Private,311497, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, State-gov,312528, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,37, United-States, <=50K
51, Private,282744, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Canada, <=50K
69, Private,277588, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, United-States, <=50K
40, Federal-gov,391744, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
22, Self-emp-not-inc,357612, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
28, Local-gov,251854, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
51, Private,302579, HS-grad,9, Divorced, Other-service, Other-relative, Black, Female,0,0,30, United-States, <=50K
46, Self-emp-inc,326048, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
18, Private,335665, 11th,7, Never-married, Other-service, Other-relative, Black, Female,0,0,24, United-States, <=50K
22, Private,383603, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private,295108, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,25, United-States, <=50K
35, Private,255635, 9th,5, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Mexico, <=50K
30, Private,272669, Some-college,10, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Private,347491, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private,368005, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private,370585, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
34, Private,271933, Masters,14, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
22, Private,341227, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
45, Self-emp-not-inc,285335, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,10, United-States, <=50K
23, Private,384651, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
34, Private,251421, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, State-gov,391736, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private,276153, Bachelors,13, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,4650,0,40, United-States, <=50K
37, Self-emp-not-inc,265266, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
29, Self-emp-not-inc,322238, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private,283305, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, State-gov,395078, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, State-gov,290677, Masters,14, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States, <=50K
21, Private,283757, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc,319165, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
27, Local-gov,322208, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc,348960, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
33, Private,389932, HS-grad,9, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,55, United-States, <=50K
34, Self-emp-not-inc,276221, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
78, Self-emp-inc,385242, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,9386,0,45, United-States, >50K
23, Private,386705, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,24, United-States, <=50K
47, Self-emp-not-inc,249585, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
61, Self-emp-not-inc,392694, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
53, Private,254285, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
49, Private,281647, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
19, Private,252862, Assoc-voc,11, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
60, Private,297261, Some-college,10, Widowed, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
24, Private,376393, Assoc-voc,11, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private,338212, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,20, United-States, <=50K
42, Private,384236, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States, >50K
38, Private,383239, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, United-States, >50K
18, Private,266287, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
44, Private,260046, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private,362302, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
45, Private,301802, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
17, Private,277112, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
50, Private,266529, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private,256179, Some-college,10, Never-married, Sales, Own-child, White, Male,594,0,10, United-States, <=50K
42, Self-emp-not-inc,352196, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,22, United-States, <=50K
41, Federal-gov,355918, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
34, Private,386370, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
26, Private,343506, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
35, Private,301862, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc,383384, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Private,381741, Assoc-acdm,12, Never-married, Sales, Own-child, White, Male,0,1721,20, United-States, <=50K
44, Private,277533, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private,379959, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private,301369, 12th,8, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Private,330715, HS-grad,9, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
69, Private,312653, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, <=50K
35, Private,331831, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
53, Private,288353, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
24, Private,304463, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, <=50K
29, Private,274969, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Female,0,0,42, United-States, <=50K
33, Private,251421, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
17, Private,270587, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,20, England, <=50K
20, Private,344492, HS-grad,9, Separated, Sales, Own-child, White, Female,0,0,26, United-States, <=50K
22, Private,369387, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
32, Private,286689, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,42, United-States, >50K
30, Federal-gov,314310, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Private,318641, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
38, Private,257250, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,60, United-States, >50K
43, Private,293176, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
37, Private,334291, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
58, Private,298601, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,3781,0,40, United-States, <=50K
31, Private,306459, 1st-4th,2, Separated, Handlers-cleaners, Unmarried, White, Male,0,0,35, Honduras, <=50K
34, Private,342709, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
34, State-gov,355700, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
34, Private,376979, 9th,5, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private,277530, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private,252993, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Columbia, <=50K
43, Private,358199, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,3103,0,40, United-States, >50K
20, Private,318036, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private,321817, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
72, Private,289930, Bachelors,13, Separated, Sales, Not-in-family, White, Female,991,0,7, United-States, <=50K
42, Private,367049, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,4650,0,40, United-States, <=50K
22, Private,378104, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private,252518, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
24, Private,326334, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
41, Private,279914, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, >50K
29, Private,320451, HS-grad,9, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
34, State-gov,259705, Some-college,10, Separated, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private,342709, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
20, Private,273701, Some-college,10, Never-married, Sales, Other-relative, Black, Male,34095,0,10, United-States, <=50K
56, Local-gov,264436, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private,289468, 11th,7, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private,270436, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
55, Federal-gov,264834, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private,278254, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
33, Private,392812, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
22, Private,308205, 5th-6th,3, Never-married, Farming-fishing, Other-relative, White, Male,0,0,40, Mexico, <=50K
30, Private,263150, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,20, United-States, <=50K
40, Private,254167, 10th,6, Separated, Transport-moving, Own-child, White, Male,0,0,35, United-States, <=50K
45, Local-gov,331482, Assoc-acdm,12, Divorced, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private,259363, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
54, Private,284129, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
27, Private,314240, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Male,3325,0,40, United-States, <=50K
22, Private,374116, HS-grad,9, Never-married, Priv-house-serv, Own-child, White, Female,0,0,36, United-States, <=50K
42, Self-emp-not-inc,326083, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Private,350783, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
36, Private,272090, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, El-Salvador, <=50K
32, Private,291147, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
20, Private,352139, Some-college,10, Divorced, Other-service, Own-child, White, Female,0,0,29, United-States, <=50K
19, Private,271446, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
40, Private,374367, Assoc-voc,11, Separated, Sales, Not-in-family, Black, Male,0,0,44, United-States, <=50K
29, Private,277342, Some-college,10, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
58, Federal-gov,298643, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Private,323054, 10th,6, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc,309124, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
22, Private,362309, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
21, Private,257781, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,1719,30, United-States, <=50K
50, Private,297906, Some-college,10, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
41, Self-emp-not-inc,277783, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,2001,50, United-States, <=50K
58, Local-gov,271795, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private,352806, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
57, Private,266189, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,42, United-States, <=50K
33, Private,351810, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Mexico, <=50K
24, Private,281403, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,98, United-States, <=50K
48, Private,377140, 5th-6th,3, Never-married, Priv-house-serv, Unmarried, White, Female,0,0,35, Nicaragua, <=50K
26, Private,299810, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
64, State-gov,269512, Bachelors,13, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private,379919, Assoc-acdm,12, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
